PE_chromosome	PE_start	PE_end	PE_identifier	Cassette_Yan_2015_Class	gene_symbol	alt_gene_list	element_chromosome	element_start	element_end	element_identifier	MIM_number	MIM_phenotypes	SFARI_genetic_category	SFARI_gene_score	SFARI_syndromic
chr9	36066769	36066870	PE_1_of_1_in_NM_021111.3_intron_5_0_chr9_36065625_f	NMD_in	RECK	RECK, ST15	chr9	36065624	36080604	NM_021111.3_intron_5_0_chr9_36065625_f	605227	NA	NA	NA	NA
chr9	37820924	37820979	PE_1_of_1_in_NM_024345.5_intron_1_0_chr9_37819402_f	NMD_in	DCAF10	NA	chr9	37819401	37842088	NM_024345.5_intron_1_0_chr9_37819402_f	NA	NA	NA	NA	NA
chr9	69505260	69505318	PE_1_of_1_in_NM_001163.4_intron_10_0_chr9_69476144_r	NMD_in	APBA1	APBA1, X11, D9S411E, MINT1, LIN10	chr9	69476143	69516010	NM_001163.4_intron_10_0_chr9_69476144_r	602414	NA	NA	NA	NA
chr9	71700091	71700190	PE_1_of_1_in_NM_013390.3_intron_4_0_chr9_71698205_r	NMD_in	CEMIP2	TMEM2	chr9	71698204	71700641	NM_013390.3_intron_4_0_chr9_71698205_r	605835	NA	NA	NA	NA
chr9	76138789	76138883	PE_1_of_1_in_NM_001372043.1_intron_9_0_chr9_76134213_f	NMD_in	PCSK5	PCSK5	chr9	76134212	76157044	NM_001372043.1_intron_9_0_chr9_76134213_f	600488	NA	NA	NA	NA
chr9	77390045	77390141	PE_1_of_1_in_NM_033305.3_intron_67_0_chr9_77382088_f	NMD_in	VPS13A	VPS13A, CHAC	chr9	77382087	77403235	NM_033305.3_intron_67_0_chr9_77382088_f	605978	Choreoacanthocytosis, 200150 (3), Autosomal recessive	NA	NA	NA
chr9	81636245	81636347	PE_1_of_1_in_NM_005077.5_intron_13_0_chr9_81634302_r	NMD_in	TLE1	TLE1, ESG1, GRG1	chr9	81634301	81652213	NM_005077.5_intron_13_0_chr9_81634302_r	600189	NA	NA	NA	NA
chr9	85588146	85588190	PE_1_of_1_in_NM_001330701.2_intron_4_0_chr9_85586961_r	NMD_in	AGTPBP1	AGTPBP1, NNA1, KIAA1035, CCP1, CONDCA	chr9	85586960	85588297	NM_001330701.2_intron_4_0_chr9_85586961_r	606830	Neurodegeneration, childhood-onset, with cerebellar atrophy, 618276 (3), Autosomal recessive	NA	NA	NA
chr9	85943734	85943840	PE_1_of_1_in_NM_024635.4_intron_1_0_chr9_85942284_f	NMD_in	NAA35	NAA35, MAK10	chr9	85942283	85956359	NM_024635.4_intron_1_0_chr9_85942284_f	619438	NA	NA	NA	NA
chr9	86324362	86324524	PE_1_of_1_in_NM_024617.4_intron_14_0_chr9_86323961_r	NMD_in	TUT7	TUT6, ZCCHC6, KIAA1711	chr9	86323960	86325333	NM_024617.4_intron_14_0_chr9_86323961_r	613467	NA	NA	NA	NA
chr9	86326371	86326491	PE_1_of_1_in_NM_024617.4_intron_15_0_chr9_86325515_r	NMD_in	TUT7	TUT6, ZCCHC6, KIAA1711	chr9	86325514	86328339	NM_024617.4_intron_15_0_chr9_86325515_r	613467	NA	NA	NA	NA
chr9	93552106	93552160	PE_1_of_1_in_NM_014612.5_intron_11_0_chr9_93550692_f	NMD_in	FAM120A	FAM120A, C9orf10, KIAA0183	chr9	93550691	93556381	NM_014612.5_intron_11_0_chr9_93550692_f	612265	NA	NA	NA	NA
chr9	95474012	95474139	PE_1_of_1_in_NM_000264.5_intron_11_0_chr9_95469932_r	NMD_in	PTCH1	PTCH1, NBCCS, BCNS, HPE7	chr9	95469931	95476033	NM_000264.5_intron_11_0_chr9_95469932_r	601309	Basal cell carcinoma, somatic, 605462 (3); Holoprosencephaly 7, 610828 (3), Autosomal dominant; Basal cell nevus syndrome, 109400 (3), Autosomal dominant	NA	NA	NA
chr9	95915055	95915293	PE_1_of_1_in_NM_020207.7_intron_3_0_chr9_95907272_f	NMD_in	ERCC6L2	ERCC6L2, RAD26L, BMFS2	chr9	95907271	95915667	NM_020207.7_intron_3_0_chr9_95907272_f	615667	Bone marrow failure syndrome 2, 615715 (3), Autosomal recessive	NA	NA	NA
chr9	97682200	97682430	PE_1_of_1_in_NM_000380.4_intron_0_0_chr9_97675588_r	NMD_in	XPA	XPA, XPAC	chr9	97675587	97684922	NM_000380.4_intron_0_0_chr9_97675588_r	611153	Xeroderma pigmentosum, group A, 278700 (3), Autosomal recessive	NA	NA	NA
chr9	98217173	98217197	PE_1_of_1_in_NM_001267571.2_intron_6_0_chr9_98213219_r	NMD_in	TBC1D2	TBC1D2, PARIS1	chr9	98213218	98220832	NM_001267571.2_intron_6_0_chr9_98213219_r	609871	NA	NA	NA	NA
chr9	98836541	98836641	PE_1_of_1_in_NM_024642.5_intron_4_0_chr9_98835367_f	NMD_in	GALNT12	GALNT12, CRCS1	chr9	98835366	98836971	NM_024642.5_intron_4_0_chr9_98835367_f	610290	{Colorectal cancer, susceptibility to, 1}, 608812 (3)	NA	NA	NA
chr9	99043594	99043619	PE_1_of_1_in_NM_001855.5_intron_23_0_chr9_99042108_f	NMD_in	COL15A1	COL15A1	chr9	99042107	99044567	NM_001855.5_intron_23_0_chr9_99042108_f	120325	NA	NA	NA	NA
chr9	100054037	100054167	PE_1_of_1_in_NM_015051.3_intron_8_0_chr9_100052533_r	NMD_in	ERP44	TXNDC4, KIAA0573	chr9	100052532	100057819	NM_015051.3_intron_8_0_chr9_100052533_r	609170	NA	NA	NA	NA
chr9	100241475	100241556	PE_1_of_1_in_NM_014425.5_intron_5_0_chr9_100240241_f	NMD_in	INVS	INVS, INV, NPHP2, NPH2	chr9	100240240	100242569	NM_014425.5_intron_5_0_chr9_100240241_f	243305	Nephronophthisis 2, infantile, 602088 (3), Autosomal recessive	NA	NA	NA
chr9	105530453	105530502	PE_1_of_1_in_NM_001145313.3_intron_9_0_chr9_105512937_f	NMD_in	FSD1L	FSD1NL, FSD1L, MIR1, CCDC10	chr9	105512936	105534492	NM_001145313.3_intron_9_0_chr9_105512937_f	609829	NA	NA	NA	NA
chr9	108961802	108961914	PE_1_of_1_in_NM_003798.4_intron_7_0_chr9_108955828_r	NMD_in	CTNNAL1	CTNNAL1	chr9	108955827	108965377	NM_003798.4_intron_7_0_chr9_108955828_r	604785	NA	NA	NA	NA
chr9	108983417	108983459	PE_1_of_1_in_NM_003798.4_intron_13_0_chr9_108983316_r	NMD_in	CTNNAL1	CTNNAL1	chr9	108983315	108984346	NM_003798.4_intron_13_0_chr9_108983316_r	604785	NA	NA	NA	NA
chr9	109254320	109254399	PE_1_of_1_in_NM_019114.5_intron_14_0_chr9_109253551_r	NMD_in	EPB41L4B	EPB41L4B, EHM2	chr9	109253550	109255510	NM_019114.5_intron_14_0_chr9_109253551_r	610340	NA	NA	NA	NA
chr9	111436295	111436402	PE_1_of_1_in_NM_001364929.1_intron_42_0_chr9_111433373_r	NMD_in	ECPAS	ECPAS, ECM29, KIAA0368	chr9	111433372	111436939	NM_001364929.1_intron_42_0_chr9_111433373_r	616694	NA	NA	NA	NA
chr9	111642857	111643094	PE_1_of_1_in_NM_001015882.3_intron_0_0_chr9_111631744_f	NMD_in	DNAJC25	NA	chr9	111631743	111647106	NM_001015882.3_intron_0_0_chr9_111631744_f	NA	NA	NA	NA	NA
chr9	112848895	112849073	PE_1_of_1_in_NM_001012994.2_intron_5_0_chr9_112838698_f	NMD_in	SNX30	NA	chr9	112838697	112850858	NM_001012994.2_intron_5_0_chr9_112838698_f	NA	NA	NA	NA	NA
chr9	113220766	113220832	PE_1_of_1_in_NM_015258.2_intron_26_0_chr9_113211593_r	NMD_in	FKBP15	FKBP15, FKBP133, KIAA0674, WAFL	chr9	113211592	113221190	NM_015258.2_intron_26_0_chr9_113211593_r	617398	NA	NA	NA	NA
chr9	113257986	113258081	PE_1_of_1_in_NM_001859.4_intron_2_0_chr9_113257186_f	NMD_in	SLC31A1	SLC31A1, COPT1, CTR1	chr9	113257185	113258693	NM_001859.4_intron_2_0_chr9_113257186_f	603085	NA	NA	NA	NA
chr9	120420864	120420933	PE_1_of_1_in_NM_018249.6_intron_11_0_chr9_120419961_r	NMD_in	CDK5RAP2	CDK5RAP2, KIAA1633, MCPH3	chr9	120419960	120422692	NM_018249.6_intron_11_0_chr9_120419961_r	608201	Microcephaly 3, primary, autosomal recessive, 604804 (3), Autosomal recessive	NA	NA	NA
chr9	121110537	121110571	PE_1_of_1_in_NM_007018.6_intron_7_0_chr9_121107996_f	NMD_in	CNTRL	CEP1, CEP110, FAN	chr9	121107995	121112458	NM_007018.6_intron_7_0_chr9_121107996_f	605496	NA	NA	NA	NA
chr9	121138187	121138271	PE_1_of_1_in_NM_007018.6_intron_14_0_chr9_121135983_f	NMD_in	CNTRL	CEP1, CEP110, FAN	chr9	121135982	121138544	NM_007018.6_intron_14_0_chr9_121135983_f	605496	NA	NA	NA	NA
chr9	123162646	123162702	PE_1_of_2_in_NM_018387.5_intron_12_0_chr9_123161069_r	NMD_in	STRBP	STRBP, SPNR, p74	chr9	123161068	123169901	NM_018387.5_intron_12_0_chr9_123161069_r	611138	NA	NA	NA	NA
chr9	123168189	123168258	PE_2_of_2_in_NM_018387.5_intron_12_0_chr9_123161069_r	NMD_in	STRBP	STRBP, SPNR, p74	chr9	123161068	123169901	NM_018387.5_intron_12_0_chr9_123161069_r	611138	NA	NA	NA	NA
chr9	123372918	123373013	PE_1_of_1_in_NM_173689.7_intron_8_0_chr9_123372343_f	NMD_in	CRB2	CRB2, FSGS9, VMCKD	chr9	123372342	123373133	NM_173689.7_intron_8_0_chr9_123372343_f	609720	Focal segmental glomerulosclerosis 9, 616220 (3), Autosomal recessive; Ventriculomegaly with cystic kidney disease, 219730 (3), Autosomal recessive	NA	NA	NA
chr9	123623043	123623101	PE_1_of_2_in_NM_001352964.2_intron_13_0_chr9_123609482_r	NMD_in	DENND1A	DENND1A, KIAA1608	chr9	123609481	123630375	NM_001352964.2_intron_13_0_chr9_123609482_r	613633	NA	NA	NA	NA
chr9	123628655	123628697	PE_2_of_2_in_NM_001352964.2_intron_13_0_chr9_123609482_r	NMD_in	DENND1A	DENND1A, KIAA1608	chr9	123609481	123630375	NM_001352964.2_intron_13_0_chr9_123609482_r	613633	NA	NA	NA	NA
chr9	124389496	124389595	PE_1_of_1_in_NM_002799.4_intron_2_0_chr9_124384657_r	NMD_in	PSMB7	PSMB7	chr9	124384656	124405316	NM_002799.4_intron_2_0_chr9_124384657_r	604030	NA	NA	NA	NA
chr9	124975247	124975389	PE_1_of_1_in_NM_001144877.3_intron_2_0_chr9_124971845_r	NMD_in	SCAI	SCAI, C9orf126	chr9	124971844	124976113	NM_001144877.3_intron_2_0_chr9_124971845_r	619222	NA	NA	NA	NA
chr9	124994667	124994793	PE_1_of_1_in_NM_001144877.3_intron_3_0_chr9_124976187_r	NMD_in	SCAI	SCAI, C9orf126	chr9	124976186	124994933	NM_001144877.3_intron_3_0_chr9_124976187_r	619222	NA	NA	NA	NA
chr9	125601738	125601807	PE_1_of_2_in_NM_001006617.3_intron_7_0_chr9_125585728_r	NMD_in	MAPKAP1	MAPKAP1, SIN1, MIP1, JC310	chr9	125585727	125657650	NM_001006617.3_intron_7_0_chr9_125585728_r	610558	NA	NA	NA	NA
chr9	125607967	125608047	PE_2_of_2_in_NM_001006617.3_intron_7_0_chr9_125585728_r	NMD_in	MAPKAP1	MAPKAP1, SIN1, MIP1, JC310	chr9	125585727	125657650	NM_001006617.3_intron_7_0_chr9_125585728_r	610558	NA	NA	NA	NA
chr9	125843714	125843811	PE_1_of_1_in_NM_006195.6_intron_1_0_chr9_125748624_f	NMD_in	PBX3	PBX3	chr9	125748623	125915685	NM_006195.6_intron_1_0_chr9_125748624_f	176312	NA	NA	NA	NA
chr9	126328038	126328136	PE_1_of_1_in_NM_033446.3_intron_0_0_chr9_126327011_f	NMD_in	MVB12B	NA	chr9	126327010	126340507	NM_033446.3_intron_0_0_chr9_126327011_f	NA	NA	NA	NA	NA
chr9	127787408	127787448	PE_1_of_1_in_NM_001261.4_intron_1_0_chr9_127786783_f	NMD_in	CDK9	CDK9, CDC2L4	chr9	127786782	127787517	NM_001261.4_intron_1_0_chr9_127786783_f	603251	NA	NA	NA	NA
chr9	128226034	128226172	PE_1_of_1_in_NM_004408.4_intron_9_0_chr9_128224390_f	NMD_in	DNM1	DNM1, DEE31	chr9	128224389	128234020	NM_004408.4_intron_9_0_chr9_128224390_f	602377	Developmental and epileptic encephalopathy 31, 616346 (3), Autosomal dominant	NA	NA	NA
chr9	128286221	128286513	PE_1_of_1_in_NM_001318089.2_intron_3_0_chr9_128286034_f	NMD_in	SWI5	SWI5, SAE3, C9orf119	chr9	128286033	128288651	NM_001318089.2_intron_3_0_chr9_128286034_f	616528	NA	NA	NA	NA
chr9	129023272	129023329	PE_1_of_1_in_NM_020145.4_intron_9_0_chr9_129022424_r	NMD_in	SH3GLB2	SH3GLB2, KIAA1848	chr9	129022423	129028091	NM_020145.4_intron_9_0_chr9_129022424_r	609288	NA	NA	NA	NA
chr9	129108763	129108903	PE_1_of_1_in_NM_000755.5_intron_12_0_chr9_129108078_r	NMD_in	CRAT	CRAT, CAT1, NBIA8	chr9	129108077	129110482	NM_000755.5_intron_12_0_chr9_129108078_r	600184	?Neurodegeneration with brain iron accumulation 8, 617917 (3), Autosomal recessive	NA	NA	NA
chr9	129831744	129831821	PE_1_of_1_in_NM_016520.3_intron_3_0_chr9_129831069_r	NMD_in	C9orf78	C9orf78, TLS1	chr9	129831068	129831895	NM_016520.3_intron_3_0_chr9_129831069_r	619569	NA	NA	NA	NA
chr9	130631161	130631293	PE_1_of_1_in_NM_003934.2_intron_12_0_chr9_130630789_f	NMD_in	FUBP3	FUBP3, FBP3	chr9	130630788	130631556	NM_003934.2_intron_12_0_chr9_130630789_f	603536	NA	NA	NA	NA
chr9	132660405	132660519	PE_1_of_1_in_NM_022779.9_intron_15_0_chr9_132659781_r	NMD_in	DDX31	DDX31, PPP1R25	chr9	132659780	132661207	NM_022779.9_intron_15_0_chr9_132659781_r	616533	NA	NA	NA	NA
chr9	132677112	132677189	PE_1_of_1_in_NM_012204.4_intron_0_0_chr9_132670956_f	NMD_in	GTF3C4	GTF3C4, TFIIIC90	chr9	132670955	132677976	NM_012204.4_intron_0_0_chr9_132670956_f	604892	NA	NA	NA	NA
chr9	134049676	134049757	PE_1_of_1_in_NM_007371.4_intron_6_0_chr9_134048455_r	NMD_in	BRD3	RING3L, ORFX	chr9	134048454	134050373	NM_007371.4_intron_6_0_chr9_134048455_r	601541	NA	NA	NA	NA
chr9	136471073	136471539	PE_1_of_1_in_NM_014866.2_intron_27_0_chr9_136468513_r	NMD_in	SEC16A	SEC16A, SEC16L, KIAA0310, p250	chr9	136468512	136471974	NM_014866.2_intron_27_0_chr9_136468513_r	612854	NA	NA	NA	NA
chrX	11121398	11121515	PE_1_of_1_in_NM_005333.5_intron_5_0_chrX_11120994_f	NMD_in	HCCS	HCCS, MCOPS7, LSDMCA1	chrX	11120993	11121611	NM_005333.5_intron_5_0_chrX_11120994_f	300056	Linear skin defects with multiple congenital anomalies 1, 309801 (3), X-linked dominant	NA	NA	NA
chrX	11145071	11145117	PE_1_of_1_in_NM_013427.3_intron_2_0_chrX_11144249_r	NMD_in	ARHGAP6	ARHGAP6	chrX	11144248	11156528	NM_013427.3_intron_2_0_chrX_11144249_r	300118	NA	NA	NA	NA
chrX	11765263	11765369	PE_1_of_1_in_NM_078629.4_intron_7_0_chrX_11763939_f	NMD_in	MSL3	MSL3, MSL3L1, MRXSBA	chrX	11763938	11765466	NM_078629.4_intron_7_0_chrX_11763939_f	300609	Basilicata-Akhtar syndrome, 301032 (3), X-linked dominant	Rare Single Gene Mutation, Syndromic	1	0
chrX	13774466	13774623	PE_1_of_1_in_NM_001001995.3_intron_0_0_chrX_13773031_r	NMD_in	GPM6B	GPM6B, M6B	chrX	13773030	13776237	NM_001001995.3_intron_0_0_chrX_13773031_r	300051	NA	NA	NA	NA
chrX	14530971	14531177	PE_1_of_1_in_NM_002063.4_intron_0_0_chrX_14530126_f	NMD_in	GLRA2	GLRA2, MRXSP	chrX	14530125	14532238	NM_002063.4_intron_0_0_chrX_14530126_f	305990	Intellectual developmental disorder, X-linked, syndromic, Pilorge type, 301076 (3), X-linked	Rare Single Gene Mutation, Functional	2	0
chrX	15314368	15314598	PE_1_of_1_in_NM_080873.3_intron_5_0_chrX_15302808_r	NMD_in	ASB11	ASB11	chrX	15302807	15315424	NM_080873.3_intron_5_0_chrX_15302808_r	300626	NA	NA	NA	NA
chrX	16838732	16838877	PE_1_of_1_in_NM_018360.3_intron_7_0_chrX_16837686_f	NMD_in	TXLNG	TXLNG, CXorf15, FIAT	chrX	16837685	16839820	NM_018360.3_intron_7_0_chrX_16837686_f	300677	NA	NA	NA	NA
chrX	17027972	17028119	PE_1_of_1_in_NM_004726.3_intron_3_0_chrX_17025186_f	NMD_in	REPS2	REPS2, POB1	chrX	17025185	17029525	NM_004726.3_intron_3_0_chrX_17025186_f	300317	NA	NA	NA	NA
chrX	19567602	19567759	PE_1_of_1_in_NM_031892.3_intron_4_0_chrX_19550084_r	NMD_in	SH3KBP1	SH3KBP1, CIN85, IMD61, AGMX2	chrX	19550083	19569102	NM_031892.3_intron_4_0_chrX_19550084_r	300374	?Immunodeficiency 61, 300310 (3), X-linked recessive	NA	NA	NA
chrX	19621710	19621942	PE_1_of_1_in_NM_031892.3_intron_9_0_chrX_19608046_r	NMD_in	SH3KBP1	SH3KBP1, CIN85, IMD61, AGMX2	chrX	19608045	19631863	NM_031892.3_intron_9_0_chrX_19608046_r	300374	?Immunodeficiency 61, 300310 (3), X-linked recessive	NA	NA	NA
chrX	19741557	19741578	PE_1_of_1_in_NM_031892.3_intron_14_0_chrX_19706985_r	NMD_in	SH3KBP1	SH3KBP1, CIN85, IMD61, AGMX2	chrX	19706984	19746317	NM_031892.3_intron_14_0_chrX_19706985_r	300374	?Immunodeficiency 61, 300310 (3), X-linked recessive	NA	NA	NA
chrX	20241592	20241685	PE_1_of_1_in_NM_004586.3_intron_20_0_chrX_20234815_r	NMD_in	RPS6KA3	RPS6KA3, RSK2, XLID19	chrX	20234814	20266563	NM_004586.3_intron_20_0_chrX_20234815_r	300075	Intellectual developmental disorder, X-linked 19, 300844 (3), X-linked dominant; Coffin-Lowry syndrome, 303600 (3), X-linked dominant	Rare Single Gene Mutation, Syndromic	2	1
chrX	21645689	21645898	PE_1_of_1_in_NM_014927.5_intron_19_0_chrX_21609618_f	NMD_in	CNKSR2	CNKSR2, CNK2, KIAA0902, MRXSHG	chrX	21609617	21648830	NM_014927.5_intron_19_0_chrX_21609618_f	300724	Intellectual developmental disorder, X-linked, syndromic, Houge type, 301008 (3), X-linked	Rare Single Gene Mutation, Syndromic, Functional	2	1
chrX	23784293	23784402	PE_1_of_1_in_NM_002970.4_intron_2_0_chrX_23783884_f	NMD_in	SAT1	SAT1, SSAT	chrX	23783883	23785327	NM_002970.4_intron_2_0_chrX_23783884_f	313020	NA	NA	NA	NA
chrX	38565131	38565148	PE_1_of_1_in_NM_004615.4_intron_0_0_chrX_38561628_f	NMD_in	TSPAN7	TSPAN7, TM4SF2, MXS1, A15, XLID58	chrX	38561627	38666120	NM_004615.4_intron_0_0_chrX_38561628_f	300096	Intellectual developmental disorder, X-linked 58, 300210 (3), X-linked recessive	Rare Single Gene Mutation	2	0
chrX	40583280	40583399	PE_1_of_1_in_NM_005765.3_intron_0_0_chrX_40581103_f	NMD_in	ATP6AP2	ATP6AP2, ATP6M8-9, XMRE, MRXSH, XPDS, CDG2R	chrX	40581102	40588985	NM_005765.3_intron_0_0_chrX_40581103_f	300556	Intellectual developmental disorder, X-linked, syndromic, Hedera type, 300423 (3), X-linked recessive; ?Parkinsonism with spasticity, X-linked, 300911 (3), X-linked recessive; Congenital disorder of glycosylation, type IIr, 301045 (3), X-linked recessive	NA	NA	NA
chrX	40669052	40669150	PE_1_of_1_in_NM_004229.4_intron_7_0_chrX_40666852_r	NMD_in	MED14	MED14, CRSP2, CXorf4, TRAP170, EXLM1	chrX	40666851	40671860	NM_004229.4_intron_7_0_chrX_40666852_r	300182	NA	NA	NA	NA
chrX	47020816	47021214	PE_1_of_1_in_NM_014735.5_intron_3_0_chrX_46998278_f	NMD_in	JADE3	PHF16, JADE3, KIAA0215	chrX	46998277	47024723	NM_014735.5_intron_3_0_chrX_46998278_f	300618	NA	NA	NA	NA
chrX	47037152	47037205	PE_1_of_1_in_NM_014735.5_intron_6_0_chrX_47033789_f	NMD_in	JADE3	PHF16, JADE3, KIAA0215	chrX	47033788	47038948	NM_014735.5_intron_6_0_chrX_47033789_f	300618	NA	NA	NA	NA
chrX	47171380	47171502	PE_1_of_1_in_NM_005676.5_intron_3_0_chrX_47171259_f	NMD_in	RBM10	RBM10, DXS8237E, KIAA0122, TARPS	chrX	47171258	47173127	NM_005676.5_intron_3_0_chrX_47171259_f	300080	TARP syndrome, 311900 (3), X-linked recessive	NA	NA	NA
chrX	47566014	47566031	PE_1_of_1_in_NM_001654.5_intron_5_0_chrX_47565351_f	NMD_in	ARAF	ARAF1, RAFA1, PKS2	chrX	47565350	47566638	NM_001654.5_intron_5_0_chrX_47565351_f	311010	NA	NA	NA	NA
chrX	47568476	47568607	PE_1_of_1_in_NM_001654.5_intron_9_0_chrX_47567433_f	NMD_in	ARAF	ARAF1, RAFA1, PKS2	chrX	47567432	47568717	NM_001654.5_intron_9_0_chrX_47567433_f	311010	NA	NA	NA	NA
chrX	48544263	48544661	PE_1_of_1_in_NM_002536.4_intron_1_0_chrX_48541443_f	NMD_in	TBC1D25	TBC1D25, OATL1	chrX	48541442	48544868	NM_002536.4_intron_1_0_chrX_48541443_f	311240	NA	NA	NA	NA
chrX	48575814	48576082	PE_1_of_1_in_NM_006743.5_intron_2_0_chrX_48575668_f	NMD_in	RBM3	RBM3	chrX	48575667	48576313	NM_006743.5_intron_2_0_chrX_48575668_f	300027	NA	NA	NA	NA
chrX	49273059	49273253	PE_1_of_1_in_NM_033215.5_intron_0_0_chrX_49270874_f	NMD_in	PPP1R3F	NA	chrX	49270873	49281405	NM_033215.5_intron_0_0_chrX_49270874_f	NA	NA	NA	NA	NA
chrX	50088412	50088483	PE_1_of_1_in_NM_001127898.4_intron_10_0_chrX_50086871_f	NMD_in	CLCN5	CLCN5, CLCK2, NPHL2, DENT1, NPHL1	chrX	50086870	50088697	NM_001127898.4_intron_10_0_chrX_50086871_f	300008	Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis, 308990 (3), X-linked recessive; Hypophosphatemic rickets, 300554 (3), X-linked recessive; Dent disease 1, 300009 (3), X-linked recessive; Nephrolithiasis, type I, 310468 (3), X-linked recessive	NA	NA	NA
chrX	53652150	53652255	PE_1_of_1_in_NM_031407.7_intron_79_0_chrX_53648311_r	NMD_in	HUWE1	HUWE1, UREB1, KIAA0312, LASU1, MRXST	chrX	53648310	53654062	NM_031407.7_intron_79_0_chrX_53648311_r	300697	Intellectual developmental disorder, X-linked, Turner type, 309590 (3), X-linked	Rare Single Gene Mutation, Syndromic	NA	1
chrX	54533097	54533136	PE_1_of_1_in_NM_001184819.2_intron_1_0_chrX_54532586_f	NMD_in	GNL3L	GNL3L	chrX	54532585	54539039	NM_001184819.2_intron_1_0_chrX_54532586_f	300873	NA	NA	NA	NA
chrX	55752246	55752401	PE_1_of_1_in_NM_006064.5_intron_5_0_chrX_55751197_f	NMD_in	RRAGB	RRAGB, RAGB	chrX	55751196	55753391	NM_006064.5_intron_5_0_chrX_55751197_f	300725	NA	NA	NA	NA
chrX	68145269	68145349	PE_1_of_1_in_NM_002547.3_intron_9_0_chrX_68119333_r	NMD_in	OPHN1	OPHN1, MRXSBL	chrX	68119332	68192918	NM_002547.3_intron_9_0_chrX_68119333_r	300127	Intellectual developmental disorder, X-linked syndromic, Billuart type, 300486 (3), X-linked recessive	Rare Single Gene Mutation, Syndromic	2	0
chrX	68499369	68499556	PE_1_of_1_in_NM_173834.4_intron_0_0_chrX_68499124_f	NMD_in	YIPF6	YIPF6	chrX	68499123	68511848	NM_173834.4_intron_0_0_chrX_68499124_f	300996	NA	NA	NA	NA
chrX	70352059	70352180	PE_1_of_1_in_NM_012310.5_intron_12_0_chrX_70343983_f	NMD_in	KIF4A	KIF4A, KIF4, XLID100	chrX	70343982	70352599	NM_012310.5_intron_12_0_chrX_70343983_f	300521	?Intellectual developmental disorder, X-linked 100, 300923 (3), X-linked recessive	NA	NA	NA
chrX	70493376	70493475	PE_1_of_1_in_NM_021120.4_intron_11_0_chrX_70492597_f	NMD_in	DLG3	DLG3, NEDLG, SAP102, XLID90	chrX	70492596	70495407	NM_021120.4_intron_11_0_chrX_70492597_f	300189	Intellectual developmental disorder, X-linked 90, 300850 (3), X-linked recessive	NA	NA	NA
chrX	71097859	71098015	PE_1_of_1_in_NM_005938.4_intron_0_0_chrX_71096982_f	NMD_in	FOXO4	FOXO4, MLLT7, AFX1	chrX	71096981	71100683	NM_005938.4_intron_0_0_chrX_71096982_f	300033	NA	NA	NA	NA
chrX	71148379	71148578	PE_1_of_1_in_NM_181303.2_intron_1_0_chrX_71148207_f	NMD_in	NLGN3	NLGN3, ASPGX1, AUTSX1	chrX	71148206	71148845	NM_181303.2_intron_1_0_chrX_71148207_f	300336	{Asperger syndrome susceptibility, X-linked 1}, 300494 (3), Multifactorial, X-linked, Isolated cases; {Autism susceptibility, X-linked 1}, 300425 (3), X-linked	Rare Single Gene Mutation, Genetic Association, Functional	1	0
chrX	71546344	71546496	PE_1_of_1_in_NM_181672.3_intron_3_0_chrX_71544636_f	NMD_in	OGT	OGT, XLID106	chrX	71544635	71547906	NM_181672.3_intron_3_0_chrX_71544636_f	300255	Intellectual developmental disorder, X-linked 106, 300997 (3), X-linked recessive	NA	NA	NA
chrX	72467879	72468011	PE_1_of_1_in_NM_018486.3_intron_3_0_chrX_72464732_r	NMD_in	HDAC8	HDAC8, MRXS6, CDLS5	chrX	72464731	72488932	NM_018486.3_intron_3_0_chrX_72464732_r	300269	Cornelia de Lange syndrome 5, 300882 (3), X-linked dominant	Rare Single Gene Mutation, Syndromic	NA	1
chrX	77692302	77692447	PE_1_of_1_in_NM_000489.6_intron_28_0_chrX_77688928_r	NMD_in	ATRX	ATRX, XH2, XNP, SHS, SFM1, MRXHF1	chrX	77688927	77693823	NM_000489.6_intron_28_0_chrX_77688928_r	300032	Alpha-thalassemia/mental retardation syndrome, 301040 (3), X-linked dominant; Alpha-thalassemia myelodysplasia syndrome, somatic, 300448 (3); Intellectual disability-hypotonic facies syndrome, X-linked, 309580 (3), X-linked recessive	Rare Single Gene Mutation, Syndromic	1	0
chrX	84139145	84139232	PE_1_of_1_in_NM_014496.5_intron_15_0_chrX_84135211_r	NMD_in	RPS6KA6	RPS6KA6, RSK4	chrX	84135210	84145477	NM_014496.5_intron_15_0_chrX_84135211_r	300303	NA	NA	NA	NA
chrX	84164477	84164499	PE_1_of_1_in_NM_014496.5_intron_20_0_chrX_84164388_r	NMD_in	RPS6KA6	RPS6KA6, RSK4	chrX	84164387	84187818	NM_014496.5_intron_20_0_chrX_84164388_r	300303	NA	NA	NA	NA
chrX	106955955	106956010	PE_1_of_1_in_NM_024657.5_intron_3_0_chrX_106955089_r	NMD_in	MORC4	MORC4, ZCW4, ZCWCC2	chrX	106955088	106956479	NM_024657.5_intron_3_0_chrX_106955089_r	300970	NA	NA	NA	NA
chrX	107903645	107903853	PE_1_of_1_in_NM_012216.4_intron_2_0_chrX_107854705_f	NMD_in	MID2	MID2, XLID101	chrX	107854704	107903957	NM_012216.4_intron_2_0_chrX_107854705_f	300204	?Intellectual developmental disorder, X-linked 101, 300928 (3), X-linked recessive	NA	NA	NA
